Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Golden Retriever,Scotland,Gold,21-24,Brown,12-14,playful,skin allergies
Golden Retriever,Scotland,Gold,21-24,Brown,12-14,good-natured,Dental problems
Golden Retriever,Scotland,Gold,21-24,Brown,12-14,good-natured,eye issues
Golden Retriever,Scotland,Gold,21-24,Brown,12-14,good-natured,skin allergies
Gordon Setter,Scotland,Black,24-27,Brown,12-14,Intelligent,Dental problems
Gordon Setter,Scotland,Black,24-27,Brown,12-14,Intelligent,eye issues
Gordon Setter,Scotland,Black,24-27,Brown,12-14,Intelligent,skin allergies
Gordon Setter,Scotland,Black,24-27,Brown,12-14,energetic,Dental problems
Gordon Setter,Scotland,Black,24-27,Brown,12-14,energetic,eye issues
Gordon Setter,Scotland,Black,24-27,Brown,12-14,energetic,skin allergies
Gordon Setter,Scotland,Black,24-27,Brown,12-14,playful,Dental problems
Gordon Setter,Scotland,Black,24-27,Brown,12-14,playful,eye issues
Gordon Setter,Scotland,Black,24-27,Brown,12-14,playful,skin allergies
Gordon Setter,Scotland,Black,24-27,Brown,12-14,good-natured,Dental problems
Gordon Setter,Scotland,Black,24-27,Brown,12-14,good-natured,eye issues
Gordon Setter,Scotland,Black,24-27,Brown,12-14,good-natured,skin allergies
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,Intelligent,Dental problems
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,Intelligent,eye issues
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,Intelligent,skin allergies
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,energetic,Dental problems
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,energetic,eye issues
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,energetic,skin allergies
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,playful,Dental problems
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,playful,eye issues
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,playful,skin allergies
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,good-natured,Dental problems
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,good-natured,eye issues
Gordon Setter,Scotland,Tan,24-27,Brown,12-14,good-natured,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,Intelligent,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,Intelligent,eye issues
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,Intelligent,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,energetic,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,energetic,eye issues
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,energetic,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,good-natured,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,good-natured,eye issues
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,good-natured,skin allergies
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,loyal,Dental problems
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,loyal,eye issues
Australian Cattle Dog,Australia,Blue,17-20,Brown,12-14,loyal,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,eye issues
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,Intelligent,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,eye issues
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,energetic,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,eye issues
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,good-natured,skin allergies
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,Dental problems
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,eye issues
Australian Cattle Dog,Australia,Red,17-20,Brown,12-14,loyal,skin allergies
Greyhound,England,White,26-30,Brown,10-12,Intelligent,Dental problems
Greyhound,England,White,26-30,Brown,10-12,Intelligent,eye issues
Greyhound,England,White,26-30,Brown,10-12,Intelligent,skin allergies
Greyhound,England,White,26-30,Brown,10-12,energetic,Dental problems
Greyhound,England,White,26-30,Brown,10-12,energetic,eye issues
Greyhound,England,White,26-30,Brown,10-12,energetic,skin allergies
Greyhound,England,White,26-30,Brown,10-12,good-natured,Dental problems
Greyhound,England,White,26-30,Brown,10-12,good-natured,eye issues
Greyhound,England,White,26-30,Brown,10-12,good-natured,skin allergies
Greyhound,England,White,26-30,Brown,10-12,loyal,Dental problems
Greyhound,England,White,26-30,Brown,10-12,loyal,eye issues
Greyhound,England,White,26-30,Brown,10-12,loyal,skin allergies
Greyhound,England,Black,26-30,Brown,10-12,Intelligent,Dental problems
Greyhound,England,Black,26-30,Brown,10-12,Intelligent,eye issues
Greyhound,England,Black,26-30,Brown,10-12,Intelligent,skin allergies
Greyhound,England,Black,26-30,Brown,10-12,energetic,Dental problems
Greyhound,England,Black,26-30,Brown,10-12,energetic,eye issues
Greyhound,England,Black,26-30,Brown,10-12,energetic,skin allergies
Greyhound,England,Black,26-30,Brown,10-12,good-natured,Dental problems
Greyhound,England,Black,26-30,Brown,10-12,good-natured,eye issues
Greyhound,England,Black,26-30,Brown,10-12,good-natured,skin allergies
Greyhound,England,Black,26-30,Brown,10-12,loyal,Dental problems
Greyhound,England,Black,26-30,Brown,10-12,loyal,eye issues
Greyhound,England,Black,26-30,Brown,10-12,loyal,skin allergies
Greyhound,England,Red,26-30,Brown,10-12,Intelligent,Dental problems
Greyhound,England,Red,26-30,Brown,10-12,Intelligent,eye issues
Greyhound,England,Red,26-30,Brown,10-12,Intelligent,skin allergies
Greyhound,England,Red,26-30,Brown,10-12,energetic,Dental problems
Greyhound,England,Red,26-30,Brown,10-12,energetic,eye issues
Greyhound,England,Red,26-30,Brown,10-12,energetic,skin allergies
Greyhound,England,Red,26-30,Brown,10-12,good-natured,Dental problems
Greyhound,England,Red,26-30,Brown,10-12,good-natured,eye issues
Greyhound,England,Red,26-30,Brown,10-12,good-natured,skin allergies
Greyhound,England,Red,26-30,Brown,10-12,loyal,Dental problems
Greyhound,England,Red,26-30,Brown,10-12,loyal,eye issues
Greyhound,England,Red,26-30,Brown,10-12,loyal,skin allergies
Harrier,England,Red,18-21,Brown,12-14,Intelligent,Dental problems
Harrier,England,Red,18-21,Brown,12-14,Intelligent,eye issues
Harrier,England,Red,18-21,Brown,12-14,Intelligent,skin allergies
Harrier,England,Red,18-21,Brown,12-14,energetic,Dental problems
Harrier,England,Red,18-21,Brown,12-14,energetic,eye issues
Harrier,England,Red,18-21,Brown,12-14,energetic,skin allergies
Harrier,England,Red,18-21,Brown,12-14,playful,Dental problems
Harrier,England,Red,18-21,Brown,12-14,playful,eye issues
Harrier,England,Red,18-21,Brown,12-14,playful,skin allergies
Harrier,England,Red,18-21,Brown,12-14,good-natured,Dental problems
Harrier,England,Red,18-21,Brown,12-14,good-natured,eye issues
Harrier,England,Red,18-21,Brown,12-14,good-natured,skin allergies
Harrier,England,Black & Tan,18-21,Brown,12-14,Intelligent,Dental problems
Harrier,England,Black & Tan,18-21,Brown,12-14,Intelligent,eye issues
Harrier,England,Black & Tan,18-21,Brown,12-14,Intelligent,skin allergies
Harrier,England,Black & Tan,18-21,Brown,12-14,energetic,Dental problems
Harrier,England,Black & Tan,18-21,Brown,12-14,energetic,eye issues
Harrier,England,Black & Tan,18-21,Brown,12-14,energetic,skin allergies
Harrier,England,Black & Tan,18-21,Brown,12-14,playful,Dental problems
Harrier,England,Black & Tan,18-21,Brown,12-14,playful,eye issues
Harrier,England,Black & Tan,18-21,Brown,12-14,playful,skin allergies
Harrier,England,Black & Tan,18-21,Brown,12-14,good-natured,Dental problems
Harrier,England,Black & Tan,18-21,Brown,12-14,good-natured,eye issues
Harrier,England,Black & Tan,18-21,Brown,12-14,good-natured,skin allergies
Irish Setter,Ireland,Red,26-28,Brown,12-14,Intelligent,Dental problems
Irish Setter,Ireland,Red,26-28,Brown,12-14,Intelligent,eye issues
Irish Setter,Ireland,Red,26-28,Brown,12-14,Intelligent,skin allergies
Irish Setter,Ireland,Red,26-28,Brown,12-14,energetic,Dental problems
Irish Setter,Ireland,Red,26-28,Brown,12-14,energetic,eye issues
Irish Setter,Ireland,Red,26-28,Brown,12-14,energetic,skin allergies
Irish Setter,Ireland,Red,26-28,Brown,12-14,playful,Dental problems
Irish Setter,Ireland,Red,26-28,Brown,12-14,playful,eye issues
Irish Setter,Ireland,Red,26-28,Brown,12-14,playful,skin allergies
Irish Setter,Ireland,Red,26-28,Brown,12-14,good-natured,Dental problems
Irish Setter,Ireland,Red,26-28,Brown,12-14,good-natured,eye issues
Irish Setter,Ireland,Red,26-28,Brown,12-14,good-natured,skin allergies
Irish Terrier,Ireland,Red,14-16,Brown,12-14,Intelligent,Dental problems
Irish Terrier,Ireland,Red,14-16,Brown,12-14,Intelligent,eye issues
Irish Terrier,Ireland,Red,14-16,Brown,12-14,Intelligent,skin allergies
Irish Terrier,Ireland,Red,14-16,Brown,12-14,energetic,Dental problems
Irish Terrier,Ireland,Red,14-16,Brown,12-14,energetic,eye issues
Irish Terrier,Ireland,Red,14-16,Brown,12-14,energetic,skin allergies
Irish Terrier,Ireland,Red,14-16,Brown,12-14,playful,Dental problems
Irish Terrier,Ireland,Red,14-16,Brown,12-14,playful,eye issues
Irish Terrier,Ireland,Red,14-16,Brown,12-14,playful,skin allergies
Irish Terrier,Ireland,Red,14-16,Brown,12-14,good-natured,Dental problems
Irish Terrier,Ireland,Red,14-16,Brown,12-14,good-natured,eye issues
Irish Terrier,Ireland,Red,14-16,Brown,12-14,good-natured,skin allergies
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,Intelligent,Dental problems
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,Intelligent,eye issues
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,Intelligent,skin allergies
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,energetic,Dental problems
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,energetic,eye issues
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,energetic,skin allergies
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,playful,Dental problems
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,playful,eye issues
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,playful,skin allergies
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,good-natured,Dental problems
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,good-natured,eye issues
Irish Water Spaniel,Ireland,Brown,21-24,Brown,12-14,good-natured,skin allergies
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,Loyal,Dental problems
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,Loyal,eye issues
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,Loyal,skin allergies
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,intelligent,Dental problems
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,intelligent,eye issues
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,intelligent,skin allergies
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,good-natured,Dental problems
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,good-natured,eye issues
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,good-natured,skin allergies
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,energetic,Dental problems
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,energetic,eye issues
Irish Wolfhound,Ireland,Grey,30-35,Brown,6-10,energetic,skin allergies
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,Loyal,Dental problems
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,Loyal,eye issues
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,Loyal,skin allergies
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,intelligent,Dental problems
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,intelligent,eye issues
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,intelligent,skin allergies
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,good-natured,Dental problems
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,good-natured,eye issues
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,good-natured,skin allergies
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,energetic,Dental problems
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,energetic,eye issues
Irish Wolfhound,Ireland,Red,30-35,Brown,6-10,energetic,skin allergies
Italian Greyhound,Italy,Red,13-15,Brown,12-15,Intelligent,Dental problems
Italian Greyhound,Italy,Red,13-15,Brown,12-15,Intelligent,eye issues
Italian Greyhound,Italy,Red,13-15,Brown,12-15,Intelligent,skin allergies
Italian Greyhound,Italy,Red,13-15,Brown,12-15,energetic,Dental problems
Italian Greyhound,Italy,Red,13-15,Brown,12-15,energetic,eye issues
Italian Greyhound,Italy,Red,13-15,Brown,12-15,energetic,skin allergies
Italian Greyhound,Italy,Red,13-15,Brown,12-15,playful,Dental problems
Italian Greyhound,Italy,Red,13-15,Brown,12-15,playful,eye issues
Italian Greyhound,Italy,Red,13-15,Brown,12-15,playful,skin allergies
Italian Greyhound,Italy,Red,13-15,Brown,12-15,good-natured,Dental problems
Italian Greyhound,Italy,Red,13-15,Brown,12-15,good-natured,eye issues
Italian Greyhound,Italy,Red,13-15,Brown,12-15,good-natured,skin allergies
Italian Greyhound,Italy,Black,13-15,Brown,12-15,Intelligent,Dental problems
Italian Greyhound,Italy,Black,13-15,Brown,12-15,Intelligent,eye issues
Italian Greyhound,Italy,Black,13-15,Brown,12-15,Intelligent,skin allergies
Italian Greyhound,Italy,Black,13-15,Brown,12-15,energetic,Dental problems
Italian Greyhound,Italy,Black,13-15,Brown,12-15,energetic,eye issues
Italian Greyhound,Italy,Black,13-15,Brown,12-15,energetic,skin allergies
Italian Greyhound,Italy,Black,13-15,Brown,12-15,playful,Dental problems
Italian Greyhound,Italy,Black,13-15,Brown,12-15,playful,eye issues
Italian Greyhound,Italy,Black,13-15,Brown,12-15,playful,skin allergies
Italian Greyhound,Italy,Black,13-15,Brown,12-15,good-natured,Dental problems
Italian Greyhound,Italy,Black,13-15,Brown,12-15,good-natured,eye issues
Italian Greyhound,Italy,Black,13-15,Brown,12-15,good-natured,skin allergies
Jack Russell Terrier,England,White,10-12,Brown,12-15,Intelligent,Dental problems
Jack Russell Terrier,England,White,10-12,Brown,12-15,Intelligent,eye issues
Jack Russell Terrier,England,White,10-12,Brown,12-15,Intelligent,skin allergies
Jack Russell Terrier,England,White,10-12,Brown,12-15,energetic,Dental problems
Jack Russell Terrier,England,White,10-12,Brown,12-15,energetic,eye issues
Jack Russell Terrier,England,White,10-12,Brown,12-15,energetic,skin allergies
Jack Russell Terrier,England,White,10-12,Brown,12-15,playful,Dental problems
Jack Russell Terrier,England,White,10-12,Brown,12-15,playful,eye issues
Jack Russell Terrier,England,White,10-12,Brown,12-15,playful,skin allergies
Jack Russell Terrier,England,White,10-12,Brown,12-15,good-natured,Dental problems
Jack Russell Terrier,England,White,10-12,Brown,12-15,good-natured,eye issues
Jack Russell Terrier,England,White,10-12,Brown,12-15,good-natured,skin allergies
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,Intelligent,Dental problems
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,Intelligent,eye issues
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,Intelligent,skin allergies
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,energetic,Dental problems
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,energetic,eye issues
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,energetic,skin allergies
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,playful,Dental problems
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,playful,eye issues
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,playful,skin allergies
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,good-natured,Dental problems
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,good-natured,eye issues
Jack Russell Terrier,England,Black & Tan,10-12,Brown,12-15,good-natured,skin allergies
Japanese Chin,Japan,Black,7-11,Brown,12-15,Intelligent,Dental problems
Japanese Chin,Japan,Black,7-11,Brown,12-15,Intelligent,eye issues
Japanese Chin,Japan,Black,7-11,Brown,12-15,Intelligent,skin allergies
Japanese Chin,Japan,Black,7-11,Brown,12-15,energetic,Dental problems
Japanese Chin,Japan,Black,7-11,Brown,12-15,energetic,eye issues
Japanese Chin,Japan,Black,7-11,Brown,12-15,energetic,skin allergies
Japanese Chin,Japan,Black,7-11,Brown,12-15,playful,Dental problems
Japanese Chin,Japan,Black,7-11,Brown,12-15,playful,eye issues
Japanese Chin,Japan,Black,7-11,Brown,12-15,playful,skin allergies
Japanese Chin,Japan,Black,7-11,Brown,12-15,good-natured,Dental problems
Japanese Chin,Japan,Black,7-11,Brown,12-15,good-natured,eye issues
Japanese Chin,Japan,Black,7-11,Brown,12-15,good-natured,skin allergies
Japanese Chin,Japan,Red,7-11,Brown,12-15,Intelligent,Dental problems
Japanese Chin,Japan,Red,7-11,Brown,12-15,Intelligent,eye issues
Japanese Chin,Japan,Red,7-11,Brown,12-15,Intelligent,skin allergies
Japanese Chin,Japan,Red,7-11,Brown,12-15,energetic,Dental problems
Japanese Chin,Japan,Red,7-11,Brown,12-15,energetic,eye issues
Japanese Chin,Japan,Red,7-11,Brown,12-15,energetic,skin allergies
Japanese Chin,Japan,Red,7-11,Brown,12-15,playful,Dental problems
Japanese Chin,Japan,Red,7-11,Brown,12-15,playful,eye issues
Japanese Chin,Japan,Red,7-11,Brown,12-15,playful,skin allergies
Japanese Chin,Japan,Red,7-11,Brown,12-15,good-natured,Dental problems
Japanese Chin,Japan,Red,7-11,Brown,12-15,good-natured,eye issues
Japanese Chin,Japan,Red,7-11,Brown,12-15,good-natured,skin allergies
Keeshond,Netherlands,Black,17-19,Brown,12-15,Intelligent,Dental problems
Keeshond,Netherlands,Black,17-19,Brown,12-15,Intelligent,eye issues
Keeshond,Netherlands,Black,17-19,Brown,12-15,Intelligent,skin allergies
Keeshond,Netherlands,Black,17-19,Brown,12-15,energetic,Dental problems
Keeshond,Netherlands,Black,17-19,Brown,12-15,energetic,eye issues
Keeshond,Netherlands,Black,17-19,Brown,12-15,energetic,skin allergies
Keeshond,Netherlands,Black,17-19,Brown,12-15,playful,Dental problems
Keeshond,Netherlands,Black,17-19,Brown,12-15,playful,eye issues
Keeshond,Netherlands,Black,17-19,Brown,12-15,playful,skin allergies
Keeshond,Netherlands,Black,17-19,Brown,12-15,good-natured,Dental problems
Keeshond,Netherlands,Black,17-19,Brown,12-15,good-natured,eye issues
Keeshond,Netherlands,Black,17-19,Brown,12-15,good-natured,skin allergies
Keeshond,Netherlands,Cream,17-19,Brown,12-15,Intelligent,Dental problems
Keeshond,Netherlands,Cream,17-19,Brown,12-15,Intelligent,eye issues
Keeshond,Netherlands,Cream,17-19,Brown,12-15,Intelligent,skin allergies
Keeshond,Netherlands,Cream,17-19,Brown,12-15,energetic,Dental problems
Keeshond,Netherlands,Cream,17-19,Brown,12-15,energetic,eye issues
Keeshond,Netherlands,Cream,17-19,Brown,12-15,energetic,skin allergies
Keeshond,Netherlands,Cream,17-19,Brown,12-15,playful,Dental problems
Keeshond,Netherlands,Cream,17-19,Brown,12-15,playful,eye issues
Keeshond,Netherlands,Cream,17-19,Brown,12-15,playful,skin allergies
Keeshond,Netherlands,Cream,17-19,Brown,12-15,good-natured,Dental problems
Keeshond,Netherlands,Cream,17-19,Brown,12-15,good-natured,eye issues
Keeshond,Netherlands,Cream,17-19,Brown,12-15,good-natured,skin allergies
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,Intelligent,Dental problems
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,Intelligent,eye issues
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,Intelligent,skin allergies
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,energetic,Dental problems
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,energetic,eye issues
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,energetic,skin allergies
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,playful,Dental problems
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,playful,eye issues
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,playful,skin allergies
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,good-natured,Dental problems
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,good-natured,eye issues
Kerry Blue Terrier,Ireland,Blue,17-19,Brown,12-14,good-natured,skin allergies
Kuvasz,Hungary,White,25-29,Brown,10-12,Loyal,Dental problems
Kuvasz,Hungary,White,25-29,Brown,10-12,Loyal,eye issues
Kuvasz,Hungary,White,25-29,Brown,10-12,Loyal,skin allergies
Kuvasz,Hungary,White,25-29,Brown,10-12,intelligent,Dental problems
Kuvasz,Hungary,White,25-29,Brown,10-12,intelligent,eye issues
Kuvasz,Hungary,White,25-29,Brown,10-12,intelligent,skin allergies
Kuvasz,Hungary,White,25-29,Brown,10-12,good-natured,Dental problems
Kuvasz,Hungary,White,25-29,Brown,10-12,good-natured,eye issues
Kuvasz,Hungary,White,25-29,Brown,10-12,good-natured,skin allergies
Kuvasz,Hungary,White,25-29,Brown,10-12,energetic,Dental problems
Kuvasz,Hungary,White,25-29,Brown,10-12,energetic,eye issues
Kuvasz,Hungary,White,25-29,Brown,10-12,energetic,skin allergies
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,Intelligent,Dental problems
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,Intelligent,eye issues
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,Intelligent,skin allergies
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,energetic,Dental problems
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,energetic,eye issues
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,energetic,skin allergies
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,playful,Dental problems
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,playful,eye issues
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,playful,skin allergies
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,good-natured,Dental problems
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,good-natured,eye issues
Lhasa Apso,Tibet,Black,10-11,Brown,12-15,good-natured,skin allergies
Lhasa Apso,Tibet,White,10-11,Brown,12-15,Intelligent,Dental problems
Lhasa Apso,Tibet,White,10-11,Brown,12-15,Intelligent,eye issues
Lhasa Apso,Tibet,White,10-11,Brown,12-15,Intelligent,skin allergies
Lhasa Apso,Tibet,White,10-11,Brown,12-15,energetic,Dental problems
Lhasa Apso,Tibet,White,10-11,Brown,12-15,energetic,eye issues
Lhasa Apso,Tibet,White,10-11,Brown,12-15,energetic,skin allergies
Lhasa Apso,Tibet,White,10-11,Brown,12-15,playful,Dental problems
Lhasa Apso,Tibet,White,10-11,Brown,12-15,playful,eye issues
Lhasa Apso,Tibet,White,10-11,Brown,12-15,playful,skin allergies
Lhasa Apso,Tibet,White,10-11,Brown,12-15,good-natured,Dental problems
Lhasa Apso,Tibet,White,10-11,Brown,12-15,good-natured,eye issues
Lhasa Apso,Tibet,White,10-11,Brown,12-15,good-natured,skin allergies
Maltese,Malta,White,8-10,Brown,12-15,Intelligent,Dental problems
Maltese,Malta,White,8-10,Brown,12-15,Intelligent,eye issues
Maltese,Malta,White,8-10,Brown,12-15,Intelligent,skin allergies
Maltese,Malta,White,8-10,Brown,12-15,energetic,Dental problems
Maltese,Malta,White,8-10,Brown,12-15,energetic,eye issues
Maltese,Malta,White,8-10,Brown,12-15,energetic,skin allergies
Maltese,Malta,White,8-10,Brown,12-15,playful,Dental problems
Maltese,Malta,White,8-10,Brown,12-15,playful,eye issues
Maltese,Malta,White,8-10,Brown,12-15,playful,skin allergies
Maltese,Malta,White,8-10,Brown,12-15,good-natured,Dental problems
Maltese,Malta,White,8-10,Brown,12-15,good-natured,eye issues
Maltese,Malta,White,8-10,Brown,12-15,good-natured,skin allergies
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,Intelligent,Dental problems
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,Intelligent,eye issues
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,Intelligent,skin allergies
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,energetic,Dental problems
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,energetic,eye issues
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,energetic,skin allergies
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,playful,Dental problems
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,playful,eye issues
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,playful,skin allergies
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,good-natured,Dental problems
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,good-natured,eye issues
Miniature Pinscher,Germany,Red,10-12,Brown,12-14,good-natured,skin allergies
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,Intelligent,Dental problems
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,Intelligent,eye issues
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,Intelligent,skin allergies
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,energetic,Dental problems
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,energetic,eye issues
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,energetic,skin allergies
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,playful,Dental problems
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,playful,eye issues
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,playful,skin allergies
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,good-natured,Dental problems
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,good-natured,eye issues
Miniature Pinscher,Germany,Stag Red,10-12,Brown,12-14,good-natured,skin allergies
Samoyed,Russia,White,21-23,Brown,12-14,Intelligent,Dental problems
Samoyed,Russia,White,21-23,Brown,12-14,Intelligent,eye issues
Samoyed,Russia,White,21-23,Brown,12-14,Intelligent,skin allergies
Samoyed,Russia,White,21-23,Brown,12-14,energetic,Dental problems
Samoyed,Russia,White,21-23,Brown,12-14,energetic,eye issues
Samoyed,Russia,White,21-23,Brown,12-14,energetic,skin allergies
Samoyed,Russia,White,21-23,Brown,12-14,playful,Dental problems
Samoyed,Russia,White,21-23,Brown,12-14,playful,eye issues
Samoyed,Russia,White,21-23,Brown,12-14,playful,skin allergies
Samoyed,Russia,White,21-23,Brown,12-14,good-natured,Dental problems
Samoyed,Russia,White,21-23,Brown,12-14,good-natured,eye issues
Samoyed,Russia,White,21-23,Brown,12-14,good-natured,skin allergies
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,Intelligent,Dental problems
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,Intelligent,eye issues
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,Intelligent,skin allergies
